id,"serialové číslo zařízení","název zařízení","čas pořízení","okolní energie","maximální energie","minimální energie"
1277977,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 02:33:13",33.57,37.61,32.88
1278063,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 02:36:13",34.59,52.43,32.97
1278154,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 02:39:13",38.06,40.78,33.08
1278244,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 02:42:13",34.97,49.43,32.98
1278333,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 02:45:13",33.56,37.68,32.95
1278420,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 02:48:13",33.59,36.27,32.9
1278506,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 02:51:13",33.32,37.21,32.82
1278591,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 02:54:13",33.38,37.95,32.89
1278680,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 02:57:13",33.49,37.82,32.91
1278772,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 03:00:13",33.71,40.68,32.96
1278853,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 03:03:13",33.45,36.5,32.86
1278944,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 03:06:13",33.38,37.55,32.85
1279032,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 03:09:13",33.66,39.18,32.9
1279119,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 03:12:13",33.65,38.28,32.89
1279208,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 03:15:13",33.46,37.14,32.82
1279298,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 03:18:13",34.35,47.68,32.92
1279384,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 03:21:13",33.55,38.23,32.96
1279475,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 03:24:13",33.4,36.63,32.83
1279560,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 03:27:13",34.64,52.43,32.91
1279648,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 03:30:13",33.51,38.92,32.89
1279739,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 03:33:13",35,46.12,32.97
1279826,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 03:36:13",33.51,36.49,32.94
1279912,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 03:39:13",33.46,37.38,32.89
1280003,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 03:42:13",33.3,35.2,32.92
1280083,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 03:45:13",33.45,36.74,32.93
1280173,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 03:48:13",33.38,36.78,32.87
1280261,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 03:51:13",33.28,36.44,32.79
1280352,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 03:54:13",33.39,36.2,32.91
1280444,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 03:57:13",33.59,37.49,33
1280533,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 04:00:13",34.84,48.02,33.07
1280619,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 04:03:13",33.25,36.79,32.83
1280705,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 04:06:13",33.44,37.59,32.81
1280794,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 04:09:13",33.34,36.67,32.91
1280879,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 04:12:13",33.34,37.01,32.81
1280969,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 04:15:13",33.37,39.84,32.86
1281057,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 04:18:13",33.41,37.99,32.92
1281145,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 04:21:13",33.48,37.51,32.89
1281233,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 04:24:13",33.65,40.86,32.92
1281318,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 04:27:13",33.8,39.81,32.94
1281401,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 04:30:13",34.63,53.31,33.02
1281496,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 04:33:13",33.89,39.7,32.97
1281585,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 04:36:13",35.1,53.61,32.89
1281674,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 04:39:13",33.52,36.04,32.94
1281761,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 04:42:13",33.7,38.34,32.82
1281847,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 04:45:13",34.54,53.64,32.94
1281937,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 04:48:13",34.63,43.75,32.82
1282028,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 04:51:13",35.02,56.42,32.92
1282116,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 04:54:13",34.95,45.28,32.85
1282200,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 04:57:13",34.41,46.77,32.95
1282292,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 05:00:13",34.18,39.66,32.99
1282380,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 05:03:13",34.91,47.89,33.53
1282462,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 05:06:13",35.61,48.88,33.72
1282549,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 05:09:13",35.34,39.16,33.9
1282639,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 05:12:13",35.22,42.32,34.01
1282728,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 05:15:13",35.04,37.86,34.04
1282814,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 05:18:13",36.18,51.95,34.08
1282905,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 05:21:13",35.12,43.76,34.02
1282993,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 05:24:13",36.69,55.08,34.01
1283078,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 05:27:13",35.7,40.94,34.22
1283169,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 05:30:13",37,53.8,34.15
1283257,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 05:33:13",39.82,49.8,35.16
1283347,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 05:36:13",35.85,40.26,33.95
1283436,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 05:39:13",36.55,54.18,34.07
1283523,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 05:42:13",36.06,53.16,34.1
1283609,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 05:45:13",36.55,49.8,34.1
1283696,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 05:48:13",36.22,40.79,34.06
1283784,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 05:51:13",35.74,40.02,34.16
1283870,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 05:54:13",34.99,39.84,33.59
1283959,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 05:57:13",35.43,45.79,33.81
1284078,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 06:02:13",34.9,41.09,33.19
1284166,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 06:05:13",45.24,64.86,33.88
1284246,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 06:08:13",36.78,58.11,33.41
1284332,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 06:11:13",36.9,52.19,33.48
1284419,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 06:14:13",41.71,49.74,33.81
1284506,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 06:17:13",43.2,62.09,38.08
1284591,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 06:20:13",38.48,47.52,34.17
1284676,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 06:23:13",35.88,42.36,33.72
1284764,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 06:26:13",36.3,45.12,33.63
1284843,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 06:29:13",35.32,41.13,33.52
1284921,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 06:32:13",36.4,49.4,33.66
1285001,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 06:35:13",38.01,57.02,33.65
1285083,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 06:38:13",36.19,55.12,33.57
1285168,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 06:41:13",36.82,53.1,33.5
1285253,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 06:44:13",35.23,39.52,33.19
1285340,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 06:47:13",36.75,58.54,32.94
1285425,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 06:50:13",36.19,57.36,33.05
1285511,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 06:53:13",35.35,41.81,33.29
1285598,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 06:56:13",39.95,57.72,33.49
1285685,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 06:59:13",35.8,50.77,33.2
1285770,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 07:02:13",36.53,54.08,33.27
1285851,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 07:05:13",36.21,45.27,33.24
1285933,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 07:08:13",36.1,47.29,33.19
1286013,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 07:11:13",35.78,47.47,33.13
1286095,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 07:14:13",35.96,53.02,33.17
1286180,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 07:17:13",34.3,41.31,33.13
1286263,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 07:20:13",34.15,42.38,32.98
1286345,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 07:23:13",35.68,47.89,33.05
1286430,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 07:26:13",36.7,46.36,33.12
1286517,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 07:29:13",36.61,53.38,33.32
1286601,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 07:32:13",37.46,56.64,33.08
1286687,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 07:35:13",36.78,47.58,33.16
1286775,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 07:38:13",36.04,53.1,33.11
1286857,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 07:41:13",36.28,50.76,33.32
1286945,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 07:44:13",37.75,52.47,33.64
1287026,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 07:47:13",35.21,40.18,33.36
1287108,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 07:50:13",36.34,52.02,33.22
1287191,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 07:53:13",37.39,49.07,33.75
1287271,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 07:56:13",40.14,61.14,33.56
1287356,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 07:59:13",36.4,48.07,33.38
1287439,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 08:02:13",37.27,58.02,33.21
1287522,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 08:05:13",37.17,51.02,33.08
1287606,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 08:08:13",37.81,48.75,34.69
1287691,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 08:11:13",35.95,45.96,33.38
1287776,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 08:14:13",40.77,55.24,33.85
1287864,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 08:17:13",37.92,54.86,33.64
1287951,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 08:20:13",39.09,51.35,33.56
1288034,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 08:23:13",37.39,52.93,33.23
1288115,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 08:26:13",37.32,53.47,33.02
1288198,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 08:29:13",36.51,50.7,33.31
1288280,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 08:32:13",36.46,52.64,33.3
1288365,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 08:35:13",36.65,50.46,33.57
1288446,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 08:38:13",35.65,39.26,33.5
1288527,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 08:41:13",36.69,43.26,33.83
1288615,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 08:44:13",38.66,59.12,33.65
1288701,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 08:47:13",37.55,51.51,33.61
1288783,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 08:50:13",37.78,54.4,33.58
1288868,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 08:53:13",35.52,39.5,33.52
1288952,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 08:56:13",37.25,45.45,33.66
1289036,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 08:59:13",38.96,55.43,34.31
1289122,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 09:02:13",38.49,49.15,34.07
1289204,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 09:05:13",36.43,45.8,33.39
1289288,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 09:08:13",37.57,53.94,33.67
1289373,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 09:11:13",38.65,54.52,33.5
1289455,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 09:14:13",40.08,54.4,33.29
1289540,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 09:17:13",39.33,52.47,34.16
1289622,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 09:20:13",39.77,55.12,34.34
1289706,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 09:23:13",42.64,56.39,36.35
1289791,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 09:26:13",43.1,56.95,37.47
1289876,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 09:29:13",40.97,51.82,35.55
1289963,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 09:32:13",39.85,52.11,34.26
1290045,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 09:35:13",40.94,57.14,34.67
1290128,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 09:38:13",37.65,41.6,35.27
1290211,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 09:41:13",38.77,55.21,34.77
1290294,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 09:44:13",37.59,51.93,34.18
1290379,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 09:47:13",38.76,57.02,33.77
1290459,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 09:50:13",38.85,52.02,34.4
1290545,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 09:53:13",38.45,49.43,34.38
1290632,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 09:56:13",40.09,53.48,34.47
1290716,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 09:59:13",41.24,59.89,35.07
1290799,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 10:02:13",40.29,55.43,35.62
1290885,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 10:05:13",36.58,40.7,34.15
1290971,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 10:08:13",41.21,55.42,34.49
1291056,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 10:11:13",40.22,52.64,34.12
1291138,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 10:14:13",39.87,52.04,34.26
1291221,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 10:17:13",40.45,53.18,34.92
1291305,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 10:20:13",40.25,51.33,35.13
1291390,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 10:23:13",38.77,53.05,33.85
1291470,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 10:26:13",40.76,52.92,34.34
1291552,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 10:29:13",43.55,59.74,34.48
1291637,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 10:32:13",40.34,51.24,34.72
1291720,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 10:35:13",39.44,54.76,34.38
1291806,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 10:38:13",39.9,50.55,34.89
1291892,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 10:41:13",39.17,49.45,34.28
1291976,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 10:44:13",38.61,56.12,34.79
1292062,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 10:47:13",42.52,53.01,36.04
1292147,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 10:50:13",40.05,60.29,34.17
1292232,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 10:53:13",37.1,54.21,33.76
1292311,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 10:56:13",39.52,53.61,34.59
1292397,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 10:59:13",37.49,45.8,34.47
1292479,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 11:02:13",39.9,55.38,34.65
1292560,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 11:05:13",39.78,50.69,35.2
1292644,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 11:08:13",37.71,44.11,34.34
1292729,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 11:11:13",39.64,58.7,34.26
1292812,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 11:14:13",38.21,43.3,34.51
1292901,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 11:17:13",39.05,53.6,34.5
1292982,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 11:20:13",38.44,56.92,33.47
1293069,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 11:23:13",38.91,49.79,34.31
1293153,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 11:26:13",40.61,52.66,34.47
1293238,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 11:29:13",41.96,53.19,35.95
1293323,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 11:32:13",41.78,58.79,35.2
1293409,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 11:35:13",41.84,50.93,36.84
1293491,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 11:38:13",43.43,55.26,40.21
1293572,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 11:41:13",43.7,56.52,39.85
1293656,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 11:44:13",41.21,53.25,39.6
1293738,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 11:47:13",41.14,50.36,39.23
1293820,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 11:50:13",43.55,52.95,40.04
1293906,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 11:53:13",40.91,50.94,38.67
1293988,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 11:56:13",40.71,49.49,38.61
1294073,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 11:59:13",41.43,54.25,38.67
1294160,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 12:02:13",40.59,47.74,38.54
1294244,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 12:05:13",40.44,50.9,38.44
1294329,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 12:08:13",42.1,54.57,38.9
1294414,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 12:11:13",42.05,53.16,39.3
1294496,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 12:14:13",40.25,59.64,35.1
1294583,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 12:17:13",36.88,43.32,33.98
1294668,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 12:20:13",36.53,40.99,34.29
1294747,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 12:23:13",40.45,53.52,35.56
1294832,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 12:26:13",39.34,53.66,34.84
1294915,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 12:29:13",38.66,51.73,34.45
1294996,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 12:32:13",39.7,58.1,34.79
1295079,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 12:35:13",40.07,52.46,35.31
1295167,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 12:38:13",42.01,55.83,35.11
1295250,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 12:41:13",41.21,51.92,34.63
1295334,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 12:44:13",38.12,50.2,34.17
1295420,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 12:47:13",38.67,51.07,35.18
1295505,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 12:50:13",38.89,55.12,35.45
1295588,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 12:53:13",36.97,51.04,34.56
1295670,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 12:56:13",38.59,50.58,35.27
1295755,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 12:59:13",38.62,45.83,34.7
1295838,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 13:02:13",36.29,50.52,33.98
1295919,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 13:05:13",37.6,51.33,33.93
1296003,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 13:08:13",36.85,51.71,33.47
1296088,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 13:11:13",36.78,42.76,34.15
1296169,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 13:14:13",40.73,52.26,34.58
1296257,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 13:17:13",41.91,57.98,35.8
1296340,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 13:20:13",39.5,46.54,35.48
1296511,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 13:26:13",38.18,57.97,34.59
1296598,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 13:29:13",41.83,56.02,34.87
1296681,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 13:32:13",38.39,51.41,35.28
1296762,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 13:35:13",39.03,53.4,35.4
1296845,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 13:38:13",36.92,45.52,34.03
1296932,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 13:41:13",38.93,53.03,35.16
1297013,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 13:44:13",40.31,52.91,34.99
1297097,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 13:47:13",38.58,52.42,34.36
1297182,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 13:50:13",38.56,51.41,34.27
1297263,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 13:53:13",37.42,51.42,34.61
1297348,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 13:56:13",43.11,57.61,35.7
1297433,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 13:59:13",39.83,52.86,34.95
1297520,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 14:02:13",37.9,45.23,35.19
1297606,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 14:05:13",40.3,47.43,36.34
1297690,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 14:08:13",40.41,64.54,34.57
1297772,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 14:11:13",37.28,57.66,34.47
1297858,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 14:14:13",39.49,47.36,35.11
1297942,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 14:17:13",37.97,49.34,34.47
1298022,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 14:20:13",40.27,49.71,35.15
1298108,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-08-23 14:23:13",40.76,57.69,36.04
