id,"serialové číslo zařízení","název zařízení","čas pořízení","okolní energie","maximální energie","minimální energie"
51,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 13:46:18",40.37,54.21,34.25
131,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 13:49:18",38.92,52.22,34.1
210,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 13:52:18",38.83,53.09,34.14
289,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 13:55:18",37.9,52.82,34.11
366,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 13:58:18",38.11,52.2,34.85
446,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 14:01:18",38.48,52.1,34.2
525,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 14:04:18",38.2,56.87,34.04
603,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 14:07:18",38.91,51.71,34.65
658,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 14:10:18",39.58,55.5,34.33
736,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 14:13:18",38.76,49.47,34.97
815,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 14:16:18",39.94,51.71,35.21
893,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 14:19:18",41.58,53.75,35.68
970,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 14:22:18",39.13,48.1,35.87
1045,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 14:25:18",38.86,52.33,34.03
1124,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 14:28:18",40.44,53.82,35.41
1201,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 14:31:18",37.25,46.55,34.42
1282,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 14:34:18",37.3,45.82,34.47
1359,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 14:37:18",39.62,52.71,34.68
1439,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 14:40:18",38.46,54.4,34.76
1515,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 14:43:18",39.67,56.36,34.75
1594,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 14:46:18",41.2,51.42,36.54
1675,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 14:49:18",39.16,54.44,34.46
1750,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 14:52:18",39.62,54.57,34.57
1827,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 14:55:18",41.33,54.86,35.54
1906,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 14:58:18",38.64,50.59,34.9
1985,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 15:01:18",36.57,43.97,34.17
2064,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 15:04:18",39.56,50.22,35.05
2139,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 15:07:18",38.58,49.5,34.55
2217,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 15:10:18",39.91,52.59,34.53
2293,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 15:13:18",41.31,58.15,34.94
2374,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 15:16:18",36.83,46.01,34.01
2449,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 15:19:18",38.77,52.43,34.87
2530,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 15:22:18",37.2,49.52,34.26
2606,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 15:25:18",38.89,51.78,34.25
2685,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 15:28:18",38.83,56.53,34.43
2764,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 15:31:18",37.63,51.52,34.86
2844,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 15:34:18",38.37,48.42,34.73
2920,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 15:37:18",38.48,55.2,34.21
2997,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 15:40:18",37.18,55.27,34.09
3076,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 15:43:18",38.75,55.12,34.71
3155,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 15:46:18",40.28,51.66,35.75
3237,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 15:49:18",39.88,49.84,35.71
3310,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 15:52:18",41.12,53.61,36.34
3384,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 15:55:18",41.16,59.39,34.83
3466,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 15:58:18",38.77,50.25,35.81
3542,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 16:01:18",40.67,53.32,35.87
3617,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 16:04:18",38.19,50.21,34.92
3693,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 16:07:18",37.51,58.05,34.47
3765,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 16:10:18",40.3,53.9,34.81
3840,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 16:13:18",41.01,55.69,34.45
3910,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 16:16:18",43.89,51.8,40.5
3982,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 16:19:18",45.5,56.23,41.43
4057,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 16:22:18",40.19,53.35,34.66
4126,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 16:25:18",40.25,48.35,35.01
4197,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 16:28:18",39.07,51.14,35
4268,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 16:31:18",39.51,51.13,34.63
4341,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 16:34:18",38.88,50.16,34.98
4414,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 16:37:18",37.05,47.29,34.36
4485,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 16:40:18",37.77,49.18,34.1
4557,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 16:43:18",41.29,55.9,36.28
4630,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 16:46:18",40.26,53.82,35.25
4699,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 16:49:18",38.54,70.41,35.31
4774,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 16:52:18",43.35,57.78,36.52
4843,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 16:55:18",37.9,49.32,34.43
4918,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 16:58:18",36.91,42.59,33.75
4990,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 17:01:18",37.76,42.41,34.99
5061,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 17:04:18",37.85,52.67,34.02
5135,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 17:07:18",38.18,51.59,33.91
5208,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 17:10:18",37.82,49.56,33.95
5277,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 17:13:18",38.07,49.81,34.99
5350,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 17:16:18",39.22,49.54,34.7
5421,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 17:19:18",37.89,55.87,34.1
5488,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 17:22:18",37.53,51.18,33.74
5560,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 17:25:18",41.1,49.88,35.19
5632,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 17:28:18",39.63,54.26,34.31
5705,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 17:31:18",36.85,48.22,33.91
5776,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 17:34:18",36.93,50.79,33.61
5851,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 17:37:18",37.11,55.27,33.81
5921,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 17:40:18",36.85,49.65,33.72
5993,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 17:43:18",36.9,51.81,33.72
6067,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 17:46:18",36.93,52.6,33.73
6138,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 17:49:18",38.02,53.95,33.6
6212,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 17:52:18",38.15,57.31,33.97
6283,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 17:55:18",37.32,59.24,33.68
6357,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 17:58:18",36.46,51.93,34.09
6426,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 18:01:18",37.58,51.11,34.16
6495,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 18:04:18",40.83,50.71,34.65
6566,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 18:07:18",41.37,50.54,36.2
6641,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 18:10:18",44.21,54.93,39.93
6711,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 18:13:18",42.61,60.84,37.57
6782,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 18:16:18",42.82,54.46,36.35
6857,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 18:19:18",43.26,58.95,38.16
6932,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 18:22:18",39.62,51.73,37.13
7001,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 18:25:18",40.59,53.64,36.98
7074,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 18:28:18",40.37,55.13,35.78
7149,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 18:31:18",42.32,54.82,37.13
7219,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 18:34:18",43.2,56.78,37.99
7293,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 18:37:18",40.55,54.68,35.83
7363,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 18:40:18",39.27,54.67,34.63
7433,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 18:43:18",40.83,51.07,34.59
7503,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 18:46:18",40.26,50.44,36.23
7570,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 18:49:18",40.28,53.67,35.78
7644,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 18:52:18",41.01,60.48,36.09
7709,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 18:55:18",39.48,52.56,34.96
7779,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 18:58:18",40.09,50.14,35.27
7848,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 19:01:18",37.64,46.96,34.17
7920,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 19:04:18",40.35,64.17,34.63
7993,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 19:07:18",40.47,58.07,34.27
8060,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 19:10:18",37.96,56.39,34.3
8131,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 19:13:18",37.75,47.57,34.16
8199,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 19:16:18",39.16,55.04,34.31
8267,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 19:19:18",37.19,49.29,34.14
8332,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 19:22:18",37.18,47.26,34.43
8402,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 19:25:18",36.9,47.84,33.74
8471,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 19:28:18",37.71,46.26,34.06
8538,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 19:31:18",35.97,43.76,34.23
8608,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 19:34:18",37.38,55.16,33.86
8675,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 19:37:18",39.94,58.2,34.92
8745,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 19:40:18",37.05,49.72,34.02
8813,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 19:43:18",37.34,48.63,34.24
8889,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 19:46:18",36.75,50.77,33.99
8957,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 19:49:18",36.73,51.07,33.88
9025,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 19:52:18",36.97,42.41,34.34
9097,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 19:55:18",38.02,46.85,34.72
9164,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 19:58:18",38.89,55.54,34.04
9234,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 20:01:18",37,47.34,34.19
9301,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 20:04:18",37.21,48.01,33.48
9367,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 20:07:18",36.97,47.65,34.28
9435,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 20:10:18",38.55,50.33,34.29
9504,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 20:13:18",36.51,41.04,33.77
9575,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 20:16:18",39.7,55.54,34.81
9643,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 20:19:18",37.58,49,34.77
9713,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 20:22:18",38.7,53.87,34.56
9781,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 20:25:18",35.96,42.22,34.22
9852,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 20:28:18",39.24,58.96,34.13
9921,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 20:31:18",36.79,53.69,34.01
9989,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 20:34:18",38.19,54.97,34.06
10058,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 20:37:18",41.16,51.96,34.93
10129,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 20:40:18",40.28,59.77,33.94
10198,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 20:43:18",37.03,55.19,34.03
10269,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 20:46:18",37.13,55.35,33.89
10334,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 20:49:18",37.24,49.98,33.92
10403,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 20:52:18",36.3,46.21,34.05
10470,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 20:55:18",38.61,60.09,33.84
10538,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 20:58:18",37.75,56.15,33.99
10609,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 21:01:18",38.28,48.08,33.89
10678,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 21:04:18",38.05,48.04,34.42
10748,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 21:07:18",42.56,63.94,34.3
10813,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 21:10:18",38.62,56.67,34.58
10883,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 21:13:18",40.37,50.13,34.49
10953,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 21:16:18",39.73,60.67,34.54
11022,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 21:19:18",37.86,50.47,33.95
11092,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 21:22:18",38.62,52.19,33.83
11159,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 21:25:18",38.44,52.79,33.83
11225,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 21:28:18",38.74,55.4,33.98
11298,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 21:31:18",37.48,52.91,33.72
11376,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 21:34:18",37.98,56.36,34.12
11458,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 21:37:18",34.98,44.34,33.59
11550,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 21:40:18",36.15,47.36,33.61
11639,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 21:43:18",35.82,47.2,33.55
11730,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 21:46:18",36.92,53.93,33.49
11817,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 21:49:18",36.23,52.58,33.72
11904,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 21:52:18",40.02,54.33,33.72
11992,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 21:55:18",34.81,43.18,33.35
12085,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 21:58:18",35.2,42.06,33.32
12175,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 22:01:18",35.52,52.56,33.43
12263,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 22:04:18",35.69,45.72,33.27
12352,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 22:07:18",41.07,57.76,33.6
12440,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 22:10:18",36.28,51.33,33.45
12522,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 22:13:18",35.5,46.73,33.6
12608,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 22:16:18",38.51,51.2,34.01
12697,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 22:19:18",38.82,47.75,37.51
12785,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 22:22:18",36.85,52.49,33.32
12871,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 22:25:18",35.95,48.7,33.37
12962,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 22:28:18",34.53,40.94,33.21
13048,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 22:31:18",34.45,41.75,33.31
13134,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 22:34:18",34.18,39.1,33.28
13225,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 22:37:18",35.69,48.89,33.35
13317,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 22:40:18",34.84,43.15,33.44
13405,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 22:43:18",36.24,59.48,33.31
13497,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 22:46:18",35.14,46.5,33.16
13585,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 22:49:18",34.95,51.28,33.34
13671,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 22:52:18",34.37,38.67,33.24
13756,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 22:55:18",36.46,48.75,33.36
13840,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 22:58:18",35.26,41.35,33.45
13927,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 23:01:18",35.42,51.44,33.52
14016,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 23:04:18",34.43,37.62,33.32
14102,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 23:07:18",34.36,38.63,33.33
14192,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 23:10:18",34.34,40.99,33.21
14280,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 23:13:18",34.09,38.81,33.34
14370,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 23:16:18",34.17,41.4,33.27
14459,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 23:19:18",34.42,38.25,33.41
14549,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 23:22:18",34.22,41.32,33.2
14638,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 23:25:18",34.7,41.23,33.49
14726,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 23:28:18",34.05,38.07,33.37
14814,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 23:31:18",34.25,39.77,33.48
14901,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 23:34:18",34.42,45.18,33.31
14985,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 23:37:18",35.1,48.42,33.18
15076,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 23:40:18",34.53,50.17,33.23
15159,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 23:43:18",34.18,38.55,33.27
15246,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 23:46:18",34.75,40.62,33.51
15335,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 23:49:18",34.15,38.47,33.24
15424,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 23:52:18",33.83,35.84,33.27
15513,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 23:55:18",36.26,50.17,33.45
15603,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-07 23:58:18",34.87,42.13,33.63
15687,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 00:01:18",35.03,41.59,34.04
15775,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 00:04:18",34.66,37.98,33.87
15864,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 00:07:18",34.56,39.56,33.82
15954,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 00:10:18",34.41,40.12,33.62
16037,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 00:13:18",34.86,42.14,33.77
16126,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 00:16:18",34.51,38.55,33.6
16211,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 00:19:18",34.07,36.67,33.59
16296,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 00:22:18",34.48,38.88,33.75
16376,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 00:25:18",34.45,43.23,33.67
16464,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 00:28:18",34.33,38.2,33.75
16550,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 00:31:18",34.26,37.18,33.76
16637,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 00:34:18",34.46,38.19,33.58
16728,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 00:37:18",34.56,39.61,33.69
16818,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 00:40:18",34.77,42.47,33.64
16906,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 00:43:18",35.17,49.23,33.59
16992,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 00:46:18",35.04,40.31,33.64
17083,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 00:49:18",34.8,37.27,33.7
17171,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 00:52:18",35.36,52.32,33.91
17254,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 00:55:18",37.57,54.77,34.21
17340,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 00:58:18",36.04,40.65,34.21
17423,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 01:01:18",36.86,42.58,34.39
17509,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 01:04:18",35.44,40.71,33.77
17594,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 01:07:18",34.64,37.77,33.78
17682,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 01:10:18",34.65,36.77,33.85
17771,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 01:13:18",34.64,38.36,33.76
17858,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 01:16:18",34.68,41.25,33.71
17944,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 01:19:18",34.6,36.23,33.9
18037,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 01:22:18",35.04,48.67,33.9
18125,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 01:25:18",35.56,48.81,33.98
18215,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 01:28:18",34.68,37.19,34
18302,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 01:31:18",34.83,37.74,34.16
18388,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 01:34:18",35,38.77,34.19
18473,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 01:37:18",35.12,40.76,34.26
18559,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 01:40:18",34.69,37.82,34.05
18639,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 01:43:18",35,40.13,34.25
18726,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 01:46:18",37.12,40.98,35.19
